No.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226
,88,Centro,Ciudad de México,22,Querétaro,,,22009,Jalpan de Serra,,"25,500","26,902",5.5%,"1,184.5",,150,"11,010",40.9%,66.38,58.87,"18,202","14,830",2.54,2.24,19.45,10.61,"5,333","2,671",3.56,3.39,46.93,48.27,"12,869","12,158",2.12,1.99,25.45,30.99,"6,978","7,807",1.94,1.80,0.61,2.22,167,559,7.56,7.92,"2,074","1,995",25.85,25.20,"7,087","6,349",3.15,2.83,10.29,5.83,"2,822","1,468",2.91,2.85,85.30,80.01,"23,390","20,156",2.42,2.11,17.12,10.94,"4,694","2,756",3.63,3.35,41.61,46.80,"11,409","11,790",2.99,2.70,37.65,18.85,"10,323","4,747",3.10,3.13,91.83,89.86,"25,180","22,637",2.37,2.09,37.08,27.51,"10,167","6,930",3.48,3.34,66.99,61.09,"18,369","15,388",2.52,2.16,35.24,21.50,"9,662","5,417",2.74,2.50,6.36,11.96,"8,855.15","9,603.82",10.65,0.581,0.642,0.893,0.693,24,1,9,2,8,2,46,400,15,47,2,13,2,479,,4,7,10,3,0,24,,162,123,115,22,141,479,81,155,,,4,,59,,20,29,,,121,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,X,,2018-2021,2010,1,1,2,1,1,1,1
,89,Centro,Ciudad de México,22,Querétaro,,,22015,San Joaquín,,"9,121","9,480",2.8%,277,,67,"1,985",21.2%,75.27,40.80,"6,865","3,824",2.85,2.11,30.64,6.26,"2,795",587,3.77,3.41,44.63,34.54,"4,070","3,237",2.21,1.88,21.84,50.66,"1,992","4,748",2.07,1.65,0.46,0.68,42,63,2.43,7.87,222,737,39.02,25.63,"3,559","2,402",3.36,2.54,16.03,5.29,"1,462",496,3.27,2.66,91.50,84.06,"8,345","7,878",2.72,1.89,24.29,11.78,"2,216","1,104",4.00,3.11,61.09,27.93,"5,572","2,618",3.29,2.85,27.62,15.10,"2,519","1,415",3.93,3.03,97.11,91.46,"8,857","8,571",2.67,1.86,50.56,21.64,"4,611","2,028",3.66,3.32,75.73,41.48,"6,907","3,887",2.83,2.08,45.83,14.89,"4,180","1,396",3.08,2.30,4.15,10.28,"5,669.71","6,149.06",15.21,0.435,0.578,0.837,0.595,7,,1,2,3,,13,72,,14,8,10,,104,,,1,4,4,4,13,,,21,29,31,23,104,18,11,,12,6,6,92,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,X, ,2018-2021,2015,1,1,1,,1,1,1
,90,Centro,Ciudad de México,22,Querétaro,,,22017,Tequisquiapan,,"61,307","69,563",13.5%,343,,25,"29,858",42.9%,50.28,42.56,"30,828","29,605",2.45,1.92,8.67,3.21,"5,314","2,231",3.51,3.47,41.62,39.35,"25,514","27,374",2.23,1.79,34.95,31.38,"21,427","21,826",1.98,1.68,3.21,9.89,"1,970","6,877",11.55,16.18,"7,081","11,254",19.40,16.18,"11,891","11,258",2.99,2.47,45.73,16.96,"28,039","11,798",2.66,2.50,75.26,61.71,"46,138","42,928",2.38,1.91,13.59,11.78,"8,333","8,193",3.42,2.70,7.51,11.89,"4,607","8,270",3.46,2.86,31.14,15.67,"19,089","10,903",2.95,2.50,85.24,73.93,"52,255","51,431",2.26,1.82,29.50,14.03,"18,087","9,758",3.43,3.36,53.50,52.45,"32,798","36,482",2.31,1.55,16.16,11.34,"9,910","7,887",2.66,1.90,7.50,12.34,"10,920.80","11,844.11",12.58,0.641,0.672,0.869,0.721,50,2,3,1,9,1,66,976,36,32,1,125,48,"1,221",10,11,22,15,3,5,66,195,387,303,191,45,100,"1,221",69,150,35,20,30,,345,,30,20,,,,68,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,722,,X,SIN DOCUMENTO,2012,,2,2,,1,1,1
,91,Península de Yucatán,Mérida,23,Quintana Roo,37,2,23003,Isla Mujeres,,"16,203","19,495",20.3%,"1,100",20.90,343,"18,737",54.6%,45.20,35.39,"6,315","8,199",2.00,2.32,6.0%,3.44%,834,797,3.70,3.60,41.97,31.95,"7,864","7,402",1.81,2.18,41.27,49.74,"7,733","11,523",1.81,1.95,3.12,3.40,584,787,8.47,11.47,"1,586","2,656",23.41,19.49,"4,386","4,516",2.75,2.91,13.94,15.56,"2,612","3,033",2.87,3.04,74.00,68.54,"13,865","15,878",2.03,2.25,31.19,33.21,"5,844","7,694",2.53,2.73,17.32,27.44,"3,246","6,356",3.16,2.93,9.08,17.39,"1,702","4,029",3.66,3.08,88.42,85.14,"16,566","19,723",1.91,2.10,20.48,27.94,"3,838","6,473",3.52,3.42,50.26,38.79,"9,418","8,986",1.88,2.12,15.01,7.29,"2,812","1,690",2.12,2.44,8.50,10.94,"12,831.77","13,916.65",20.71,0.607,0.695,0.769,0.687,39,,8,,,10,57,"3,486",,89,,,149,"3,724",12,4,11,8,4,18,57,"2,784",155,287,191,69,238,"3,724",98,24,"4,228",,86,649,,140,8,14,30,114,,,,34,,8,,16,,,2,,,,,,,,,73,,,,,,,,,,10,,,,,,,,,,,,,,,,,,4,,,,,,,,"5,440",X, ,2018 - 2021,2015,,4,4,4,1,1,1
,92,Península de Yucatán,Mérida,23,Quintana Roo,,,23009,Tulum,Tren Maya,"28,263","32,714",15.74%,"2,040.94",,170,"18,521",56.61%,47.9,32.2,"12,709","12,366",2.63,2.5,10.3,5.3,"2,728","2,051",3.7,3.4,35.6,26.9,"9,981","10,315",2.3,2.3,44.2,58.2,"12,395","22,347",2.1,2,2.01,1,586,368,8.4,8.6,"2,359","3,308",22.7,18.3,"6,374","7,040",3.3,3.1,33.3,17.1,"9,353","6,570",2.9,2.7,77.1,80.3,"21,636","30,830",2.6,2.3,47.8,39.3,"13,410","15,099",2.8,2.7,17.7,28.6,"4,971","10,981",3.4,3.1,15.3,12.6,"4,300","4,854",3.8,3.1,89.5,90.4,"25,104","34,713",2.4,2.2,37.6,32.3,"10,552","12,403",3.5,3.3,47.4,33.2,"13,295","12,734",2.5,2.4,15.7,9,"4,405","3,470",2.9,2.7,8.4,11.6,"16,961","10,751.17",14.4,0.604,0.81,0.892,759,60,,21,,,63,144,"5,736",,302,,,"1,044","7,082",10,10,23,5,1,95,144,"4,541",633,391,45,36,"1,436","7,082",143,30,"16,911",3,35,263,,111,31,,,181,,,,27,,,,12,,,30,20,,,,,,,,,,,,,,,,,,12,,,,,3,,,,,,,,,,,,,,,,,,,,,"17,669",X,,2018 - 2021,2015,3,1,1,1,1,1,1
,93,Península de Yucatán,Mérida,23,Quintana Roo,,,23010,Bacalar,Tren Maya,"32,000","39,111",22.2%,7161.1 km2,,,"11,048",36.6%,,78.20,,"23,585",,2.75,,35.31,,"10,652",,3.53,,42.87,,"12,933",,2.10,,12.90,,"3,892",,1.91,,2.52,,760,,6.39,,"1,927",,20.00,,"6,618",,3.44,,6.80,,"2,051",,3.39,,82.00,,"24,737",,2.72,,29.47,,"8,890",,3.46,,63.21,,"19,066",,3.06,,35.99,,"10,857",,3.46,,91.09,,"27,477",,2.63,,48.53,,"14,638",,3.50,,80.71,,"24,345",,2.66,,56.19,,"16,950",,2.87,8.63,13.10,"12,477.31","13,532.23",11.18,0.861,0.731,0.866,0.748,21,,15,,11,,47,336,,115,,64,,515,2,1,11,6,1,26,47,41,8,151,83,53,179,515,20,108,"14,643",21,42,84,,118,241,,6,305,15,,,,,,,123,,,,4,,,,3,,,15,"1,584",,12,,,,"1,495",,,,6,,12,,,474,16,,,11,,,,,,,,,117,,,,,,,,"19,455",X,,2018 - 2021,2007,,1,1,1,1,1,1
,94,Centro Norte y Occidente,Guadalajara,24,San Luis Potosí,,,24003,Aquismón,Huasteca Potosina*,"43,274","52,435",21.2%,794,,173,"2,127",4.1%,91.48,76.80,"39,585","40,268",3.79,2.97,65.81,28.13,"28,478","14,751",4.11,3.62,25.67,48.67,"11,107","25,518",2.98,2.59,6.39,21.40,"2,765","11,220",2.60,2.43,0.78,0.44,336,229,1.36,1.37,588,717,38.63,31.68,"16,717","16,613",4.38,3.53,21.26,6.86,"9,200","3,597",4.64,3.91,85.63,88.25,"37,053","46,276",3.88,2.92,54.16,39.05,"23,439","20,478",4.41,3.66,86.22,85.80,"37,311","44,987",3.93,3.04,77.87,28.36,"33,697","14,872",4.04,3.80,97.86,98.20,"42,350","51,489",3.72,2.85,82.34,59.58,"35,633","31,240",4.09,3.54,92.25,77.23,"39,921","40,497",3.76,2.95,73.31,40.90,"31,724","21,447",3.87,3.08,4.10,11.36,"3,878.57","4,206.49",17.47,0.454,0.524,0.809,0.577,4,,,,,,4,110,,,,,,110,,,2,,,2,4,,,66,,,44,110,10,"1,298",,3,,,,,,,12,,"36,759",,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,487",X,,2018 - 2021,2018,,,,2,1,1,0
,95,Centro Norte y Occidente,Guadalajara,24,San Luis Potosí,,,24006,Catorce,,"9,800","9,863",0.6%,"1,945",,121,"1,392",14.1%,59.41,66.77,"5,822","6,585",2.22,1.97,11.98,11.23,"1,174","1,108",3.45,3.32,47.43,55.54,"4,648","5,478",1.91,1.70,28.61,24.51,"2,804","2,417",1.88,1.53,5.39,3.89,528,384,6.59,4.84,646,477,28.61,25.63,"2,804","2,528",2.51,2.36,15.75,5.53,"1,543",545,3.08,2.90,51.35,73.77,"5,032","7,275",2.26,1.92,12.10,14.12,"1,186","1,393",3.32,2.79,31.79,32.68,"3,115","3,223",2.76,2.61,45.77,17.70,"4,485","1,746",2.64,2.78,88.02,91.27,"8,626","9,002",2.11,1.86,27.42,20.34,"2,687","2,006",3.41,3.29,64.80,70.66,"6,350","6,969",2.03,1.87,33.25,36.06,"3,259","3,557",2.13,2.05,5.75,11.39,"6,725.84","7,294.49",20.81,0.539,0.603,0.767,0.629,34,,1,,1,3,39,417,,6,,25,10,458,,9,4,6,9,11,39,,105,27,66,93,167,458,19,,,,,,2,,,,,,6,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,SIN DOCUMENTO,2001,,1,1,,1,1,0
,96,Centro Norte y Occidente,Guadalajara,24,San Luis Potosí,,,24054,Xilitla,Huasteca Potosina*,"56,623","43,652",-22.9%,398,,223,"6,576",15.1%,86.27,84.56,"48,846","36,914",3.26,2.55,48.11,29.21,"27,244","12,750",3.72,3.43,38.15,55.36,"21,602","24,164",2.68,2.08,10.83,12.15,"6,133","5,305",2.40,1.86,0.49,0.93,275,405,2.42,2.36,"1,369","1,028",30.09,18.63,"17,039","8,134",3.85,3.22,8.70,5.18,"4,928","2,262",4.01,3.44,89.57,87.29,"50,714","38,104",3.20,2.51,34.92,28.04,"19,772","12,241",4.09,3.37,72.50,79.36,"41,054","34,641",3.55,2.68,71.72,19.56,"40,612","8,537",3.56,3.52,97.10,96.72,"54,979","42,219",3.17,2.46,72.25,41.19,"40,909","17,981",3.68,3.39,86.75,85.49,"49,121","37,319",3.24,2.52,57.76,59.38,"32,704","25,919",3.40,2.64,5.47,11.29,"4,778.21","5,182.19",16.64,0.523,0.554,0.819,0.619,15,,1,,1,1,18,214,,7,,16,30,267,,2,6,3,2,5,18,,18,83,66,28,72,267,40,"26,378",,,,,,,32,,28,,"1,290",,,,24,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,764",,,SIN DOCUMENTO,2011,,1,1,1,1,1,0
,97,Mar de Cortés,Hermosillo,25,Sinaloa,,,25005,Cosalá,,"16,287","9,551",-41.4%,"2,172",,130,"6,577",68.9%,66.41,60.25,"10,817","5,754",2.71,2.12,21.87,11.59,"3,562","1,107",3.62,3.38,44.55,48.66,"7,255","4,647",2.26,1.82,27.54,27.51,"4,486","2,627",2.29,1.87,1.96,4.62,320,441,4.08,7.63,664,729,34.35,24.11,"5,595","2,303",3.22,2.80,11.41,6.39,"1,858",610,3.34,2.86,86.71,76.37,"14,122","7,294",2.65,2.12,19.50,15.60,"3,176","1,490",3.92,3.16,44.59,43.44,"7,263","4,149",3.39,2.65,46.04,13.12,"7,499","1,253",3.32,2.91,93.96,87.75,"15,303","8,381",2.58,2.04,48.12,26.21,"7,837","2,503",3.57,3.32,68.38,64.86,"11,137","6,195",2.63,1.97,35.34,29.99,"5,756","2,864",2.83,2.22,5.18,11.68,"7,306.22","7,923.93",16.35,0.518,0.615,0.822,0.640,9,,2,1,,,12,261,,13,2,,,276,,4,3,,2,3,12,,186,47,,28,15,276,31,,,,14,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,X,SIN DOCUMENTO,2005,,1,1,,1,1,0
,98,Mar de Cortés,Hermosillo,25,Sinaloa,,,25010,El Fuerte,,"98,976","99,266",0.3%,"4,170",,390,"12,566",12.7%,45.92,44.65,"45,450","44,324",2.59,2.34,9.85,5.72,"9,748","5,683",3.78,3.53,36.07,38.93,"35,702","38,641",2.26,2.17,32.86,39.76,"32,525","39,472",2.03,2.07,6.15,4.79,"6,084","4,756",15.07,10.79,"14,917","10,713",20.81,20.88,"20,594","20,727",3.00,2.91,15.20,13.80,"15,049","13,699",3.25,3.13,59.14,61.78,"58,535","61,326",2.63,2.45,16.25,15.99,"16,087","15,877",3.82,3.39,34.60,45.26,"34,242","44,933",3.19,2.74,39.62,29.13,"39,212","28,918",3.13,2.89,78.78,84.42,"77,975","83,797",2.36,2.21,31.16,29.25,"30,840","29,034",3.72,3.51,52.07,49.44,"51,534","49,081",2.28,2.12,18.30,13.01,"18,116","12,911",2.65,2.33,7.44,12.92,"8,796.80","9,540.54",10.69,0.653,0.641,0.892,0.720,25,,,1,1,,27,455,,,15,11,,481,4,,5,3,12,3,27,160,,98,37,138,48,481,30,,,,,,,,,,,,,,,,32,379,"10,973",,,,,,,80,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,490",X, ,2018 - 2021,2009,,2,2,,1,1,1
,99,Mar de Cortés,Hermosillo,25,Sinaloa,,,25013,Mocorito,,"50,532","36,780",-27.2%,"2,801",,273,"5,426",14.8%,56.73,50.36,"28,668","18,523",2.43,2.25,12.00,8.16,"6,064","3,000",3.51,3.45,44.73,42.20,"22,603","15,523",2.15,2.02,34.82,38.98,"17,596","14,337",2.05,1.95,2.86,2.93,"1,445","1,077",5.59,7.73,"2,823","2,843",32.26,27.07,"16,301","9,955",2.85,2.78,12.33,7.85,"6,232","2,886",3.16,3.07,78.39,75.72,"39,613","27,848",2.41,2.22,14.01,12.43,"7,080","4,571",3.71,3.47,42.52,39.52,"21,486","14,535",3.00,2.88,29.83,26.80,"15,073","9,856",3.15,2.98,91.55,89.34,"46,264","32,860",2.29,2.12,35.04,29.92,"17,708","11,003",3.50,3.42,59.59,53.29,"30,113","19,600",2.32,2.13,24.57,18.49,"12,417","6,800",2.51,2.34,5.82,12.42,"8,047.79","8,728.21",17.97,0.566,0.628,0.802,0.658,3,,,,,,3,60,,,,,,60,1,,,,,2,3,10,,,,,50,60,23,416,,8,,,,24,,,4,,424,,,,,,4,,,,,,,36,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,X, ,2018 - 2021,2015,,1,1,,1,1,1
,100,Mar de Cortés,Hermosillo,25,Sinaloa,,,25014,Rosario,,"50,065","53,439",6.7%,"2,635",,231,"16,001",29.9%,46.28,40.53,"23,169","21,660",2.43,1.97,7.46,3.43,"3,736","1,835",3.57,3.44,38.81,37.10,"19,433","19,825",2.21,1.83,43.11,45.28,"21,585","24,200",2.12,1.78,2.27,3.94,"1,135","2,106",8.34,10.24,"4,176","5,474",20.33,16.79,"10,180","8,972",3.02,2.67,18.89,12.57,"9,457","6,718",3.00,2.76,77.29,76.40,"38,698","40,827",2.41,1.93,14.96,12.24,"7,491","6,542",3.82,3.05,16.71,27.31,"8,367","14,594",3.70,2.79,55.50,15.19,"27,788","8,115",2.71,2.83,89.39,85.82,"44,754","45,860",2.28,1.87,30.96,20.37,"15,502","10,887",3.55,3.37,48.54,44.47,"24,303","23,766",2.32,1.80,15.86,10.86,"7,943","5,803",2.53,2.00,7.12,12.69,"8,260.31","8,958.69",17.43,0.633,0.632,0.809,0.687,10,1,,,2,,13,188,8,,,12,,208,,,4,3,5,1,13,,,108,49,34,17,208,39,3,,24,30,,10,,,,,,,,,,20,,,,,,,10,,292,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,X,SIN DOCUMENTO,2012,,3,3,2,1,1,1
,101,Mar de Cortés,Hermosillo,26,Sonora,,,26003,Álamos,,"27,503","24,054",-12.5%,"6,423",,317,"9,345",38.9%,64.26,50.22,"17,674","12,080",3.00,2.45,20.25,10.38,"5,569","2,497",3.67,3.54,44.01,39.84,"12,105","9,583",2.70,2.16,28.30,38.68,"7,782","9,303",2.43,1.98,1.90,2.08,522,500,5.54,9.02,"1,525","2,170",25.87,25.05,"7,116","6,026",3.59,2.92,13.94,6.88,"3,834","1,654",3.97,3.22,79.77,72.66,"21,938","17,478",2.97,2.35,26.04,18.93,"7,161","4,554",3.84,3.34,60.91,49.83,"16,751","11,987",3.45,2.85,55.09,26.15,"15,151","6,289",3.59,3.18,92.56,88.90,"25,456","21,384",2.83,2.24,57.01,34.78,"15,680","8,365",3.70,3.42,66.16,52.30,"18,196","12,581",2.92,2.35,25.66,18.26,"7,058","4,392",3.20,2.67,5.88,12.64,"8,155.69","8,845.23",13.23,0.574,0.630,0.861,0.678,22,,,4,1,2,29,266,0,0,207,10,13,496,3,4,11,3,4,4,29,67,33,134,26,29,207,496,25,30,,,8,,,,,,,,,,,,,19,790,,,,,,,,,,,21,,,,,,,,,,,,,,,"1,420",,,,,,,,,,,,,,,,,,,,,,,"2,288",X,,2018 - 2021,2005,,2,2,1,1,1,1
,102,Mar de Cortés,Hermosillo,26,Sonora,,,26036,Magdalena,,"31,598","32,232",2.0%,"1,239",,142,"26,605",82.5%,33.57,28.95,"10,609","9,330",1.81,1.69,3.16,1.51,998,485,3.35,3.26,30.41,27.44,"9,610","8,845",1.65,1.61,34.22,33.40,"10,812","10,765",1.56,1.48,8.15,8.37,"2,574","2,699",24.06,29.28,"7,604","9,438",15.44,13.75,"4,880","4,433",2.12,2.00,23.47,13.60,"7,417","4,382",2.29,2.31,51.62,43.18,"16,311","13,919",1.84,1.73,6.05,7.65,"1,912","2,466",2.66,2.16,4.30,1.93,"1,360",623,2.39,2.78,13.42,18.22,"4,241","5,871",2.33,1.93,67.79,62.35,"21,420","20,095",1.69,1.58,9.58,7.17,"3,027","2,311",3.29,3.19,41.72,37.32,"13,182","12,030",1.46,1.31,10.88,8.13,"3,437","2,620",1.86,1.66,8.43,12.63,"13,814.58","14,982.56",15.18,0.687,0.706,0.837,0.740,10,4,,2,,,16,264,90,0,33,0,0,387,0,5,6,2,1,2,16,0,119,160,54,21,33,387,30,45,,,21,,,36,,,,12,,3,,,,9,48,,9,,,6,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,,,,,,,,,260,,X,SIN DOCUMENTO,2012,,2,2,,1,1,0
,103,Golfo,Veracruz,27,Tabasco,,,27015,Tacotalpa (Tapijulapa),,"43,760","44,881",2.6%,735,,89,"2,921",6.5%,74.94,64.85,"32,796","29,106",2.59,2.68,24.43,16.61,"10,691","7,455",3.54,3.45,50.51,48.24,"22,105","21,651",2.13,2.42,14.80,29.72,"6,475","13,337",2.13,2.18,4.42,1.53,"1,936",687,5.83,3.90,"2,553","1,751",22.81,19.63,"9,984","8,811",3.14,3.31,16.67,7.00,"7,296","3,142",3.17,3.48,84.06,82.55,"36,783","37,049",2.57,2.62,25.24,11.91,"11,045","5,346",3.52,3.82,38.82,72.72,"16,986","32,639",3.24,2.82,38.17,44.90,"16,704","20,150",3.30,3.17,89.74,94.57,"39,271","42,443",2.52,2.52,43.68,46.37,"19,114","20,810",3.50,3.39,79.37,66.38,"34,732","29,793",2.45,2.62,41.68,28.88,"18,238","12,961",2.72,2.74,6.64,12.81,"6,794.10","7,368.52",15.73,0.614,0.604,0.830,0.675,3,1,,,1,,5,43,6,,,7,,56,,1,,,,4,5,,20,,,,36,56,11,,52,,,44,,629,,,,"17,712",,,,,,,,206,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,667",X,,2018 - 2021,2010,,,,,1,1,1
,104,Noreste,Monterrey,28,Tamaulipas,,,28024,Mier,,"3,856","4,471",15.9%,923,,1,"4,762",106.5%,44.09,66.24,"1,700","2,962",1.80,1.36,2.16,2.49,83,111,3.26,3.30,41.93,63.76,"1,617","2,851",1.73,1.28,31.90,14.87,"1,230",665,1.70,1.20,7.77,9.35,300,418,16.25,9.53,626,426,21.51,17.30,830,774,2.28,1.85,32.76,6.94,"1,263",310,2.31,2.30,66.97,73.33,"2,583","3,279",1.85,1.35,2.63,1.08,101,48,2.88,2.43,6.64,1.70,256,76,2.50,3.02,3.16,7.26,122,325,2.81,2.35,75.99,81.12,"2,930","3,627",1.76,1.33,12.24,3.48,472,156,3.15,3.26,51.86,75.59,"2,000","3,380",1.53,1.19,11.87,38.43,458,"1,718",1.75,1.33,7.77,12.21,"15,623.57","16,944.49",13.46,0.648,0.723,0.858,0.738,1,3,,,,,4,22,51,,,,,73,,,1,,,3,4,,,39,,,34,73,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,X,,2018 - 2021,2007,,1,1,,1,1,1
,105,Noreste,Monterrey,28,Tamaulipas,,,28039,Tula,,"34,865","26,506",-24.0%,"3,076",,126,"10,043",37.9%,80.63,69.58,"28,112","18,444",2.55,2.38,31.89,16.42,"11,119","4,353",3.43,3.47,48.74,53.16,"16,993","14,091",1.98,2.04,11.95,19.55,"4,168","5,183",1.84,2.12,2.32,4.21,809,"1,115",5.09,6.66,"1,776","1,765",29.17,30.68,"10,169","8,131",3.05,2.86,8.32,6.75,"2,901","1,789",3.34,3.27,68.40,68.95,"23,847","18,275",2.59,2.45,14.38,19.34,"5,012","5,126",3.48,3.35,66.26,63.48,"23,103","16,827",2.85,2.70,41.04,17.69,"14,307","4,690",3.20,3.34,92.59,89.14,"32,280","23,626",2.46,2.32,44.83,34.80,"15,629","9,225",3.39,3.41,82.95,73.79,"28,921","19,558",2.48,2.24,52.43,36.51,"18,279","9,676",2.73,2.46,5.23,11.49,"7,260.36","7,874.19",12.05,0.516,0.614,0.876,0.652,5,,,,1,,6,106,,,,20,,126,2,1,2,,,1,6,58,27,32,,,9,126,17,18,,,,,65,,,51,,3,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,X,,2018 - 2021,2011,1,,,,1,1,0
,106,Centro,Ciudad de México,29,Tlaxcala,,,29013,Huamantla,,"84,979","92,887",9.3%,354,,39,"59,398",63.95%,64.64,59.12,"54,930","54,915",2.23,1.93,11.52,5.16,"9,791","4,795",3.53,3.47,52.07,46.59,"44,247","43,274",1.94,1.76,16.63,23.16,"14,134","18,726",2.08,1.78,7.30,7.46,"6,205","6,931",10.85,8.17,"9,224","7,586",17.30,17.40,"14,704","14,303",2.97,2.68,29.94,12.99,"25,440","12,066",2.74,2.53,72.07,63.94,"61,248","59,394",2.29,1.95,13.33,13.34,"11,330","12,392",3.31,2.84,14.80,9.63,"12,575","8,942",3.37,3.11,28.83,20.64,"24,498","19,171",3.00,2.55,80.22,71.91,"68,172","66,795",2.20,1.89,26.33,16.09,"22,379","14,942",3.50,3.33,70.89,59.21,"60,243","54,999",2.00,1.69,29.98,18.47,"25,478","17,155",2.27,1.98,8.40,11.92,"9,903.39","10,740.69",19.64,0.651,0.658,0.782,0.695,18,10,1,1,3,,33,410,111,46,,37,,604,,2,4,2,2,25,35,,171,51,33,20,329,604,28,157,0,7,4,1,24,,9,7,2,2,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,222,,X,SIN DOCUMENTO,2007,,3,3,1,1,1,0
,107,Centro,Ciudad de México,29,Tlaxcala,,,29034,Tlaxco,,"37,863","41,848",10.5%,575,,155,"14,806",35.4%,79.36,60.22,"30,047","25,201",2.29,1.78,17.82,3.81,"6,746","1,594",3.59,3.31,61.54,56.41,"23,301","23,607",1.91,1.68,14.80,28.35,"5,605","11,865",1.92,1.60,2.76,5.36,"1,047","2,243",3.08,6.07,"1,165","2,538",23.36,20.64,"8,844","8,637",3.05,2.41,20.31,9.56,"7,689","3,999",3.05,2.50,88.12,79.69,"33,365","33,348",2.27,1.75,15.03,12.26,"5,689","5,130",3.62,2.67,23.30,10.67,"8,821","4,466",3.40,2.71,40.09,19.74,"15,179","8,262",3.13,2.44,94.16,88.57,"35,651","37,067",2.23,1.72,33.15,14.50,"12,553","6,069",3.56,3.22,82.12,65.58,"31,094","27,444",2.21,1.63,40.56,17.66,"15,358","7,391",2.44,1.81,6.12,11.24,"6,864.44","7,444.80",20.38,0.552,0.606,0.773,0.637,9,4,5,,,,18,91,45,11,,,,147,,,1,3,,14,18,,,12,35,,100,147,12,181,,15,41,,,,194,,12,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,X,,2017 - 2021,2015,,1,1,,1,1,1
,108,Golfo,Veracruz,30,Veracruz,48,2,30038,Coatepec,,"83,420","87,575",5.0%,202,65.20,110,"53,621",61.2%,41.58,44.76,"34,683","39,199",2.30,2.05,5.99,4.72,"4,997","4,131",3.66,3.53,35.59,40.04,"29,686","35,069",2.07,1.88,31.53,29.81,"26,306","26,106",1.94,1.75,5.97,5.46,"4,984","4,783",20.91,19.97,"17,447","17,487",23.28,21.79,"19,422","19,084",2.75,2.53,36.91,20.51,"30,791","17,959",2.70,2.57,60.17,61.20,"50,198","53,596",2.31,2.06,16.11,12.31,"13,436","10,783",3.07,2.97,8.58,12.35,"7,158","10,812",2.96,2.80,11.73,15.85,"9,784","13,881",3.63,2.68,73.11,74.57,"60,989","65,305",2.14,1.93,22.24,17.30,"18,551","15,148",3.49,3.39,47.55,50.22,"39,667","43,982",2.01,1.83,14.62,15.12,"12,195","13,241",2.35,2.10,8.06,12.46,"13,381.50","14,512.86",14.44,0.668,0.701,0.846,0.734,16,4,4,5,3,,32,341,92,57,62,34,,586,,3,7,1,3,18,32,,42,141,33,83,287,586,99,451,32,35,117,,18,,70,16,6,,,15,,,,8,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,X, ,2018 - 2021,2006,,2,3,,1,1,1
